Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
1228	24	0.501667	0.504667	0.515	0.535333	0.674	0
1228	25	0.502333	0.505	0.514333	0.534	0.673667	0
1228	26	0.502	0.505333	0.514	0.533	0.673667	0
1228	27	0.502333	0.506	0.514333	0.534333	0.675	0
1228	28	0.502	0.506333	0.515	0.532667	0.674667	0
1228	29	0.502	0.506	0.513333	0.532333	0.672333	0
1228	30	0.502333	0.507667	0.516667	0.536	0.683333	0
1228	31	0.502667	0.507	0.519333	0.535333	0.683667	0
1228	32	0.503	0.507333	0.52	0.535333	0.684	0
1228	33	0.502333	0.507333	0.515667	0.533667	0.681333	0
1228	34	0.502333	0.506	0.517	0.535667	0.683	0
1228	35	0.502	0.506	0.517	0.534333	0.682667	0
1228	36	0.502	0.506333	0.516	0.536	0.683	0
1228	37	0.502333	0.506	0.516	0.533667	0.678667	0
1228	38	0.502333	0.505667	0.516333	0.534333	0.677	0
1228	39	0.502	0.507333	0.516667	0.540667	0.685	0
1228	40	0.503	0.507333	0.516333	0.541	0.685667	0
1228	41	0.502333	0.505667	0.515	0.535667	0.675333	0
1228	42	0.503	0.505333	0.516	0.536333	0.675667	0
1228	43	0.501667	0.508333	0.515333	0.534333	0.677	0
1228	44	0.501667	0.508	0.515333	0.534333	0.676667	0
1228	45	0.502333	0.506667	0.517667	0.538	0.686667	0
1228	46	0.502333	0.507	0.516667	0.539	0.685333	0
1228	47	0.502	0.507667	0.516667	0.534	0.679667	0
1228	48	0.501667	0.505667	0.517333	0.536	0.680667	0
1228	49	0.503	0.506	0.516333	0.533667	0.68	0
1228	50	0.502333	0.506333	0.517667	0.535667	0.683333	0
1228	51	0.502667	0.506	0.516667	0.536	0.684	0
1228	52	0.502333	0.506	0.517	0.537333	0.683667	0
1228	53	0.503333	0.504667	0.514333	0.535333	0.673667	0
1228	54	0.502333	0.506667	0.515	0.534667	0.676	0
1228	55	0.503333	0.505667	0.515667	0.536333	0.676667	0
1228	56	0.503	0.506333	0.515333	0.533667	0.676667	0
1228	57	0.503	0.506333	0.515667	0.533667	0.677333	0
1228	58	0.503333	0.506333	0.515	0.533333	0.677667	0
1228	59	0.504333	0.505333	0.515667	0.536333	0.676333	0
1228	60	0.503	0.505	0.515333	0.537333	0.674333	0
1228	61	0.503	0.506	0.514333	0.534	0.675	0
1228	62	0.504333	0.505667	0.515	0.536667	0.676	0
1228	63	0.503667	0.505333	0.515667	0.535667	0.675	0
1228	64	0.502	0.505	0.515	0.533	0.674	0
1228	65	0.501	0.506	0.518667	0.535667	0.674333	0
1228	66	0.501333	0.506	0.517667	0.535333	0.674	0
1228	67	0.501667	0.508	0.519667	0.542	0.69	0
1228	68	0.501333	0.508	0.519	0.542333	0.688	0
1228	69	0.501333	0.508	0.519333	0.542667	0.689667	0
1228	70	0.502	0.507667	0.518667	0.543	0.690667	0
1228	71	0.502333	0.508	0.519333	0.544	0.691667	0
1228	72	0.502	0.508333	0.519333	0.544333	0.692667	0
1228	73	0.502	0.508	0.52	0.544	0.692333	0
1228	74	0.502	0.508667	0.519333	0.541667	0.693333	0
1228	75	0.502333	0.508	0.519667	0.543667	0.692	0
1228	76	0.502667	0.509	0.519	0.542333	0.690333	0
1228	77	0.502333	0.506333	0.518667	0.538667	0.686333	0
1228	78	0.502333	0.506333	0.518667	0.539667	0.688667	0
1228	79	0.502333	0.506667	0.518333	0.538667	0.689333	1
1228	80	0.502	0.507667	0.518667	0.538667	0.687667	0
1228	81	0.501667	0.507	0.517333	0.540667	0.687667	0
1228	82	0.501667	0.507	0.518	0.541333	0.688	0
1228	83	0.501667	0.507667	0.518333	0.54	0.688333	0
1228	84	0.502	0.507	0.518	0.539333	0.688	0
1228	85	0.502	0.506333	0.517	0.539333	0.686333	0
1228	86	0.502	0.506667	0.518333	0.539333	0.687333	0
1228	87	0.502	0.507	0.518333	0.538667	0.685333	0
1228	88	0.502	0.506667	0.517	0.540667	0.687333	0
1228	89	0.503667	0.506667	0.516333	0.539333	0.687	0
1228	90	0.502333	0.507333	0.517333	0.538	0.685333	0
1228	91	0.502667	0.507667	0.517333	0.537667	0.685333	0
1228	92	0.502667	0.506667	0.515333	0.538667	0.681667	0
1228	93	0.501	0.507	0.515667	0.537667	0.677	0
1228	94	0.501	0.508	0.516	0.536667	0.679	0
1228	95	0.501333	0.507333	0.515333	0.536333	0.678667	0
1228	96	0.501667	0.506667	0.514667	0.534333	0.675333	0
1228	97	0.501333	0.506	0.515333	0.535667	0.675333	0
1228	98	0.502333	0.508333	0.515	0.535333	0.679	0
1228	99	0.502	0.508	0.514	0.536	0.675	0
1228	100	0.502667	0.506667	0.515667	0.533	0.680333	0
1229	1	0.501	0.510333	0.526	0.555333	0.705667	0
1229	2	0.501667	0.508667	0.524333	0.552667	0.703667	0
1229	3	0.502	0.509	0.524333	0.552667	0.704	0
1229	4	0.501333	0.509	0.524333	0.551333	0.703667	1
1229	5	0.502	0.508333	0.525	0.551	0.702333	0
1229	6	0.501333	0.508667	0.527	0.552333	0.704667	0
1229	7	0.501667	0.508667	0.525667	0.553333	0.705	0
1229	8	0.502667	0.508	0.522667	0.551	0.695667	0
1229	9	0.502333	0.510667	0.524	0.549333	0.696667	0
1229	10	0.501667	0.510667	0.524333	0.549333	0.695	0
1229	11	0.501333	0.508333	0.523	0.551333	0.695667	0
1229	12	0.501667	0.507667	0.523333	0.551333	0.694667	0
1229	13	0.501	0.509	0.523333	0.550333	0.695333	0
1229	14	0.500667	0.509	0.521333	0.551333	0.693	0
1229	15	0.501667	0.509	0.521667	0.551667	0.695	0
1229	16	0.503333	0.508	0.522667	0.552333	0.699333	0
1229	17	0.504	0.508	0.522333	0.552667	0.697667	0
1229	18	0.502667	0.507667	0.523333	0.553	0.699667	0
1229	19	0.503333	0.508333	0.522	0.554667	0.7	0
1229	20	0.503333	0.507667	0.522333	0.554667	0.700667	0
1229	21	0.503	0.508667	0.522	0.556333	0.700333	0
1229	22	0.504	0.51	0.521667	0.552	0.699667	0
1229	23	0.503	0.510333	0.521667	0.552333	0.700333	0
1229	24	0.503333	0.510333	0.520667	0.551	0.698333	0
1229	25	0.502	0.508333	0.521	0.554	0.698333	0
1229	26	0.502	0.508667	0.521333	0.553667	0.697667	0
1229	27	0.502	0.507333	0.521333	0.553333	0.696667	0
1229	28	0.502333	0.508	0.521667	0.554333	0.698	0
1229	29	0.502667	0.509	0.522667	0.55	0.696333	0
1229	30	0.502	0.508	0.523333	0.552333	0.697333	0
1229	31	0.502333	0.508667	0.522667	0.551	0.697	0
1229	32	0.502	0.51	0.522333	0.551	0.696333	0
1229	33	0.502667	0.509	0.523333	0.552	0.701	0
1229	34	0.502333	0.509	0.521333	0.552333	0.699667	0
1229	35	0.502333	0.509	0.522333	0.552667	0.700667	0
1229	36	0.502	0.507333	0.525667	0.551	0.695	0
1229	37	0.502333	0.507	0.523333	0.553667	0.694667	0
1229	38	0.502333	0.507	0.523667	0.553333	0.694667	0
1229	39	0.502	0.508333	0.524	0.55	0.697	0
1229	40	0.502	0.510667	0.523	0.552333	0.701	0
1229	41	0.502333	0.509333	0.522667	0.551	0.700667	0
1229	42	0.502333	0.508	0.524	0.551	0.701333	0
1229	43	0.501667	0.508667	0.524	0.550667	0.7	0
1229	44	0.502667	0.508667	0.523667	0.550333	0.700667	0
1229	45	0.502333	0.507667	0.523	0.549667	0.699	0
1229	46	0.501667	0.509	0.524	0.551	0.700667	0
1229	47	0.501333	0.509	0.523	0.551	0.696667	0
1229	48	0.501667	0.508333	0.524	0.551333	0.7	0
1229	49	0.501667	0.508667	0.523333	0.552	0.699333	0
1229	50	0.503	0.508333	0.522333	0.550667	0.697	0
1229	51	0.502	0.509	0.525667	0.55	0.699333	0
1229	52	0.502667	0.510667	0.523	0.550333	0.699333	0
1229	53	0.502333	0.509333	0.523667	0.554333	0.705333	0
1229	54	0.502	0.508333	0.524333	0.555	0.704	0
1229	55	0.501667	0.507667	0.522	0.553333	0.698333	0
1229	56	0.502333	0.509333	0.523333	0.553667	0.703	0
1229	57	0.502	0.509333	0.524667	0.555	0.706333	0
1229	58	0.502333	0.509	0.524667	0.555667	0.706667	0
1229	59	0.502667	0.508333	0.524333	0.554	0.707333	0
1229	60	0.502333	0.509333	0.525667	0.554	0.706	0
1229	61	0.501333	0.507667	0.524667	0.554333	0.701333	0
1229	62	0.501333	0.508333	0.525333	0.552	0.699667	0
1229	63	0.501	0.508333	0.525	0.552333	0.700333	0
1229	64	0.501333	0.508333	0.524	0.552667	0.699333	0
1229	65	0.501	0.509333	0.525667	0.552	0.701	0
1229	66	0.501333	0.509333	0.526	0.551	0.700333	0
1229	67	0.500667	0.509667	0.527	0.553333	0.696667	0
1229	68	0.500667	0.510667	0.527333	0.552667	0.697	0
1229	69	0.502333	0.509333	0.523	0.555	0.704667	0
1229	70	0.502	0.510667	0.523333	0.555333	0.705667	0
1229	71	0.501333	0.509333	0.523667	0.556333	0.703667	0
1229	72	0.501333	0.509667	0.523667	0.555333	0.704333	0
1229	73	0.501667	0.509	0.524	0.556	0.704667	0
1229	74	0.501333	0.51	0.525333	0.555	0.705333	0
1229	75	0.501667	0.508667	0.524333	0.553	0.704	0
1229	76	0.502	0.508333	0.525333	0.552	0.703333	0
1229	77	0.501333	0.508667	0.524333	0.551333	0.703333	0
1229	78	0.501333	0.509333	0.524667	0.552	0.704	0
1229	79	0.501667	0.508333	0.525	0.551333	0.703	0
1229	80	0.501667	0.508	0.525	0.551667	0.701	0
1229	81	0.502	0.508333	0.524333	0.551	0.700667	0
1229	82	0.501667	0.508333	0.527	0.551667	0.704	0
1229	83	0.501667	0.508667	0.526333	0.552	0.705333	0
1229	84	0.501667	0.509333	0.524667	0.552667	0.704333	0
1229	85	0.501333	0.508667	0.525333	0.553667	0.704	0
1229	86	0.502	0.509333	0.525	0.553333	0.705333	0
1229	87	0.502333	0.509667	0.524	0.548667	0.693667	0
1229	88	0.502667	0.509667	0.524	0.549	0.695	0
1229	89	0.502667	0.511	0.522667	0.549667	0.697	0
1229	90	0.501667	0.510667	0.525333	0.549	0.695	0
1229	91	0.501333	0.51	0.527	0.549333	0.697333	0
1229	92	0.501333	0.508667	0.526333	0.549	0.696	0
1229	93	0.502333	0.508333	0.524	0.549333	0.696	0
1229	94	0.501667	0.508	0.524	0.550333	0.696667	0
1229	95	0.501667	0.507667	0.524	0.551	0.694333	0
1229	96	0.500667	0.508667	0.521667	0.552	0.692	0
1229	97	0.501333	0.509	0.521333	0.549333	0.691333	0
1229	98	0.501	0.508667	0.522667	0.55	0.689667	0
1229	99	0.503	0.507667	0.522333	0.552	0.697333	0
1229	100	0.504	0.508	0.522333	0.553	0.698667	0
1230	1	0.502	0.505333	0.514667	0.545333	0.677667	0
1230	2	0.503667	0.506667	0.513667	0.543	0.677333	0
1230	3	0.502667	0.506333	0.514	0.545	0.679667	0
1230	4	0.502	0.506667	0.514667	0.544667	0.677667	0
1230	5	0.502667	0.505667	0.514333	0.544667	0.679	0
1230	6	0.502667	0.505667	0.513667	0.545333	0.678333	0
1230	7	0.502333	0.506333	0.514333	0.544667	0.680333	0
1230	8	0.502333	0.506	0.514667	0.542667	0.676333	0
1230	9	0.502	0.505333	0.514333	0.542667	0.675	0
1230	10	0.501667	0.505333	0.515667	0.542667	0.675667	0
1230	11	0.502	0.504667	0.514333	0.543333	0.675667	0
1230	12	0.501333	0.505333	0.513667	0.543667	0.676	0
1230	13	0.502	0.505	0.515333	0.544	0.680333	0
1230	14	0.501667	0.505333	0.515333	0.544667	0.677667	0
1230	15	0.502667	0.505333	0.515	0.543667	0.678	0
1230	16	0.502667	0.505667	0.514667	0.543333	0.678	0
1230	17	0.501333	0.505333	0.515667	0.544333	0.677	0
1230	18	0.502333	0.505667	0.513667	0.544333	0.677333	0
1230	19	0.502	0.505333	0.514667	0.544333	0.676667	0
1230	20	0.502667	0.505333	0.514333	0.546	0.681	0
1230	21	0.503333	0.506333	0.513333	0.543333	0.675333	0
1230	22	0.504	0.506	0.514333	0.542333	0.677333	0
1230	23	0.504	0.506333	0.513667	0.542	0.675667	0
1230	24	0.504	0.506	0.513333	0.542333	0.675333	0
1230	25	0.503333	0.505667	0.513667	0.543	0.677	0
1230	26	0.502	0.506	0.513667	0.542667	0.672	0
1230	27	0.501333	0.505	0.513333	0.544667	0.675333	0
1230	28	0.503	0.506	0.514	0.542333	0.674	0
1230	29	0.503	0.506333	0.513667	0.542667	0.675	0
1230	30	0.502667	0.506	0.514	0.543	0.676333	0
1230	31	0.503	0.505667	0.514333	0.542333	0.674333	0
1230	32	0.501333	0.507333	0.517	0.543333	0.680333	0
1230	33	0.502	0.506	0.516333	0.543	0.682	0
1230	34	0.501667	0.507	0.517	0.545333	0.682333	0
1230	35	0.501667	0.507	0.517	0.546333	0.686	0
1230	36	0.502667	0.506333	0.517	0.543667	0.684	0
1230	37	0.502	0.505333	0.519333	0.547667	0.681333	0
1230	38	0.501667	0.505	0.519	0.547667	0.681	0
1230	39	0.501333	0.507	0.519333	0.547667	0.687	0
1230	40	0.501	0.506	0.518333	0.548333	0.682333	0
1230	41	0.501333	0.506	0.518	0.548	0.682667	0
1230	42	0.501	0.506667	0.518	0.548	0.684	0
1230	43	0.501667	0.505667	0.519667	0.547667	0.682333	0
1230	44	0.501333	0.506667	0.522333	0.550667	0.688333	0
1230	45	0.501667	0.507	0.522	0.550667	0.689667	0
1230	46	0.501333	0.507	0.521667	0.551	0.689333	0
1230	47	0.500667	0.507	0.519667	0.549667	0.685	0
1230	48	0.501667	0.507	0.520333	0.551	0.688333	0
1230	49	0.501333	0.506333	0.52	0.549333	0.686	0
1230	50	0.502	0.506667	0.52	0.551333	0.689667	0
1230	51	0.501667	0.506333	0.519667	0.551667	0.689	0
1230	52	0.501667	0.505667	0.518333	0.548	0.681	0
1230	53	0.501667	0.505333	0.516667	0.546667	0.679	0
1230	54	0.501667	0.505667	0.513333	0.536	0.668333	0
1230	55	0.501333	0.505	0.515667	0.537333	0.664	0
1230	56	0.501667	0.505333	0.514	0.538	0.669667	0
1230	57	0.501667	0.505667	0.514667	0.538333	0.670667	0
1230	58	0.501333	0.507333	0.517667	0.545667	0.682667	0
1230	59	0.501333	0.509	0.515667	0.543	0.681	0
1230	60	0.501667	0.508	0.516667	0.542333	0.68	0
1230	61	0.501	0.508	0.516667	0.543	0.680667	0
1230	62	0.501333	0.507667	0.516333	0.542667	0.681	0
1230	63	0.501667	0.508333	0.516667	0.542333	0.681333	0
1230	64	0.501667	0.509	0.518667	0.544667	0.687667	0
1230	65	0.501667	0.508333	0.517333	0.543667	0.684667	0
1230	66	0.502	0.508	0.516667	0.544	0.685	0
1230	67	0.502	0.506333	0.516333	0.542667	0.682667	0
1230	68	0.502	0.507	0.516667	0.542667	0.683	0
1230	69	0.502	0.509	0.517667	0.542333	0.683	0
1230	70	0.501667	0.508	0.517667	0.543667	0.682667	0
1230	71	0.502667	0.506667	0.517333	0.544333	0.687667	0
1230	72	0.502667	0.507667	0.517333	0.544	0.688333	0
1230	73	0.502333	0.507333	0.517	0.545667	0.686333	0
1230	74	0.503	0.507333	0.517333	0.545	0.688667	0
1230	75	0.502	0.509	0.516	0.543667	0.687333	0
1230	76	0.502333	0.508667	0.516667	0.544	0.690333	0
1230	77	0.502333	0.508333	0.515667	0.542667	0.682	0
1230	78	0.502333	0.507	0.516333	0.542667	0.683667	0
1230	79	0.502	0.507	0.516333	0.543333	0.683667	0
1230	80	0.502333	0.507667	0.516333	0.542	0.681333	0
1230	81	0.502	0.508333	0.516	0.543	0.684	0
1230	82	0.502333	0.507333	0.515667	0.543	0.682	0
1230	83	0.502	0.507667	0.516	0.542333	0.68	0
1230	84	0.502333	0.507333	0.515333	0.542	0.680667	0
1230	85	0.503667	0.507333	0.516667	0.543	0.686667	0
1230	86	0.503333	0.507667	0.515333	0.543	0.686667	0
1230	87	0.502667	0.507667	0.516667	0.542	0.686333	1
1230	88	0.503	0.507667	0.515333	0.543	0.685	0
1230	89	0.503333	0.508667	0.517	0.543667	0.687333	0
1230	90	0.503667	0.508	0.516667	0.544667	0.689667	0
1230	91	0.503	0.507333	0.516	0.542333	0.684	0
1230	92	0.502667	0.507333	0.515667	0.543	0.684667	0
1230	93	0.504	0.507	0.515333	0.542333	0.680667	0
1230	94	0.503	0.506667	0.517	0.544333	0.685667	0
1230	95	0.502333	0.506333	0.517333	0.543	0.684333	0
1230	96	0.503	0.506	0.516667	0.542333	0.682333	0
1230	97	0.501333	0.505333	0.516333	0.540667	0.674333	0
1230	98	0.502667	0.505667	0.514667	0.539333	0.677333	0
1230	99	0.501667	0.505667	0.515333	0.542333	0.677667	0
1230	100	0.502	0.505333	0.515333	0.541	0.676667	0
1231	1	0.502	0.507667	0.515333	0.541	0.676667	0
1231	2	0.502667	0.506667	0.515	0.541	0.675333	0
1231	3	0.501	0.505333	0.516	0.543333	0.676333	0
1231	4	0.501333	0.506667	0.519667	0.544	0.680333	0
1231	5	0.502	0.506667	0.516667	0.547333	0.689	0
1231	6	0.502	0.507	0.517	0.546667	0.688667	0
1231	7	0.501333	0.507333	0.517	0.548667	0.689	0
1231	8	0.502	0.507	0.517667	0.546667	0.691667	0
1231	9	0.501333	0.508	0.519333	0.546667	0.688333	0
1231	10	0.501667	0.507333	0.518333	0.545333	0.691667	0
1231	11	0.502	0.507333	0.518	0.545	0.692667	0
1231	12	0.501667	0.506667	0.519	0.545333	0.691333	0
1231	13	0.502667	0.506667	0.518	0.544667	0.69	0
1231	14	0.501667	0.506	0.52	0.546	0.690667	0
1231	15	0.502333	0.506667	0.519	0.546	0.693	0
1231	16	0.503	0.508	0.519333	0.546667	0.694333	0
1231	17	0.502	0.508667	0.52	0.547667	0.694333	0
1231	18	0.501667	0.507667	0.517667	0.544	0.689333	0
1231	19	0.501667	0.507333	0.518	0.545	0.691333	0
1231	20	0.502	0.507333	0.517667	0.544667	0.69	0
1231	21	0.502	0.506667	0.518	0.546	0.691	0
1231	22	0.503	0.506333	0.518667	0.543333	0.686333	0
1231	23	0.502	0.509333	0.519667	0.543333	0.691	0
1231	24	0.502333	0.510667	0.519	0.544667	0.692667	0
1231	25	0.503333	0.51	0.520333	0.543667	0.691333	0
1231	26	0.503	0.509333	0.518333	0.544667	0.693333	0
1231	27	0.501333	0.507333	0.519667	0.543667	0.685	0
1231	28	0.503667	0.510667	0.520667	0.543667	0.692	0
1231	29	0.504	0.508667	0.519667	0.544667	0.694	0
1231	30	0.503333	0.508667	0.519333	0.546667	0.695333	0
1231	31	0.503333	0.509	0.519333	0.544667	0.694	0
1231	32	0.502	0.506667	0.517667	0.542	0.681	0
1231	33	0.502333	0.506333	0.517	0.540333	0.678	0
1231	34	0.502333	0.506	0.516333	0.539	0.677	0
1231	35	0.502667	0.505333	0.516667	0.539	0.677333	0
1231	36	0.501667	0.506333	0.517667	0.538667	0.676667	0
1231	37	0.502333	0.506667	0.517	0.538667	0.675	0
1231	38	0.501667	0.506	0.516333	0.539333	0.676333	0
1231	39	0.502	0.505333	0.517	0.540333	0.676333	0
1231	40	0.503	0.506	0.517	0.541667	0.678333	0
1231	41	0.501333	0.505333	0.518	0.541	0.677	0
1231	42	0.502	0.505667	0.517667	0.541333	0.677333	0
1231	43	0.501	0.506667	0.517	0.541667	0.677667	0
1231	44	0.501	0.507333	0.516333	0.543	0.677	0
1231	45	0.501667	0.507	0.516	0.542	0.679667	0
1231	46	0.502333	0.508	0.515667	0.54	0.674	0
1231	47	0.502	0.507333	0.515	0.541	0.676	0
1231	48	0.503667	0.508333	0.515	0.543667	0.677	0
1231	49	0.502333	0.507667	0.514667	0.541667	0.676	0
1231	50	0.501667	0.507333	0.515667	0.541333	0.676667	0
1231	51	0.502667	0.506667	0.515	0.541667	0.676	0
1231	52	0.501333	0.505333	0.515667	0.543333	0.676	0
1231	53	0.501333	0.505667	0.516667	0.543	0.674667	0
1231	54	0.501667	0.505333	0.516333	0.542333	0.675333	0
1231	55	0.501667	0.507667	0.518333	0.543	0.680333	0
1231	56	0.501667	0.507333	0.518333	0.544	0.681333	0
1231	57	0.501667	0.507333	0.519333	0.543333	0.680667	0
1231	58	0.501	0.506333	0.519667	0.544667	0.679	0
1231	59	0.502	0.505667	0.518333	0.543667	0.68	0
1231	60	0.501333	0.506333	0.519333	0.544333	0.679667	0
1231	61	0.501667	0.505333	0.519	0.540333	0.675	0
1231	62	0.503	0.507	0.516667	0.540667	0.679	0
1231	63	0.502	0.506667	0.516333	0.541333	0.679333	0
1231	64	0.502	0.506667	0.517	0.547	0.688667	0
1231	65	0.501667	0.506667	0.517333	0.548	0.689	0
1231	66	0.501667	0.507	0.517	0.546667	0.687667	0
1231	67	0.502	0.507333	0.517	0.546667	0.689333	0
1231	68	0.501667	0.507	0.517333	0.546333	0.689	0
1231	69	0.502	0.506667	0.516667	0.546	0.687	0
1231	70	0.501	0.507667	0.517	0.548333	0.687667	0
1231	71	0.501333	0.508333	0.517333	0.548333	0.690667	0
1231	72	0.501333	0.506667	0.517333	0.548667	0.689	0
1231	73	0.502	0.507667	0.517	0.548333	0.689667	0
1231	74	0.501333	0.507333	0.517333	0.549333	0.689667	0
1231	75	0.501333	0.507667	0.517667	0.549	0.690333	0
1231	76	0.501	0.507	0.518	0.547	0.691	0
1231	77	0.501667	0.507333	0.517667	0.547	0.691	0
1231	78	0.502	0.507	0.52	0.546333	0.692667	0
1231	79	0.502333	0.506667	0.518	0.545667	0.691333	0
1231	80	0.501667	0.506667	0.518667	0.545333	0.688333	0
1231	81	0.502	0.506667	0.518333	0.546	0.691333	0
1231	82	0.502	0.507667	0.517333	0.544333	0.691333	1
1231	83	0.502333	0.508	0.518	0.545667	0.693	0
1231	84	0.502	0.506667	0.518333	0.544333	0.690667	0
1231	85	0.502667	0.507	0.517667	0.546	0.692333	0
1231	86	0.502667	0.506667	0.518	0.546667	0.691667	0
1231	87	0.502333	0.505667	0.519333	0.545333	0.691667	0
1231	88	0.501667	0.506	0.520333	0.546	0.691	0
1231	89	0.502333	0.507	0.518333	0.545333	0.694	0
1231	90	0.503	0.507333	0.518333	0.544667	0.691667	0
1231	91	0.502	0.507	0.519	0.548	0.694333	0
1231	92	0.502	0.508	0.519333	0.547	0.694	0
1231	93	0.502667	0.507667	0.517333	0.541667	0.687	0
1231	94	0.502333	0.507333	0.517333	0.542333	0.688	0
1231	95	0.502333	0.507333	0.517667	0.543	0.689	0
1231	96	0.502333	0.507	0.518333	0.541667	0.688333	0
1231	97	0.502	0.507667	0.518	0.544	0.689667	0
1231	98	0.502	0.507	0.518333	0.544	0.689333	0
1231	99	0.503	0.506333	0.518667	0.543	0.685333	0
1231	100	0.503	0.508667	0.518667	0.543333	0.690667	0
1232	1	0.502	0.508	0.514667	0.535667	0.677667	0
1232	2	0.502333	0.507	0.513333	0.536	0.677333	0
1232	3	0.501	0.505333	0.513333	0.544	0.674667	0
1232	4	0.501667	0.506	0.513333	0.543667	0.673667	0
1232	5	0.501333	0.505667	0.514	0.542667	0.674333	0
1232	6	0.501	0.506667	0.513333	0.543	0.670667	0
1232	7	0.502	0.506	0.513333	0.543	0.673667	0
1232	8	0.501333	0.507	0.514	0.545	0.675	0
1232	9	0.501667	0.505333	0.514333	0.541333	0.672	0
1232	10	0.501667	0.505667	0.513333	0.545333	0.675333	0
1232	11	0.501333	0.505	0.513	0.545	0.674	0
1232	12	0.502	0.505	0.513667	0.544	0.673667	0
1232	13	0.502333	0.505333	0.513333	0.543333	0.674	0
1232	14	0.502	0.505333	0.513	0.543	0.673	0
1232	15	0.503	0.505667	0.513	0.537333	0.676333	0
1232	16	0.502333	0.506333	0.514333	0.539333	0.682333	0
1232	17	0.502667	0.507333	0.514	0.538	0.680667	0
1232	18	0.502333	0.507667	0.513333	0.539667	0.682	0
1232	19	0.502333	0.507333	0.514667	0.538333	0.682333	0
1232	20	0.503333	0.508	0.514	0.539	0.682667	0
1232	21	0.504	0.508	0.514667	0.536	0.679667	0
1232	22	0.503	0.507667	0.514	0.537667	0.681667	0
1232	23	0.502667	0.507	0.514333	0.537667	0.680667	0
1232	24	0.501333	0.507333	0.513667	0.537667	0.680333	0
1232	25	0.501667	0.509	0.517333	0.539667	0.683	0
1232	26	0.502333	0.507667	0.515	0.536	0.678333	0
1232	27	0.502333	0.508	0.514667	0.536333	0.678667	0
1232	28	0.501667	0.507333	0.515333	0.537333	0.679333	0
1232	29	0.502333	0.507333	0.515333	0.537	0.679667	0
1232	30	0.503333	0.508333	0.517667	0.543667	0.687	0
1232	31	0.503667	0.508667	0.516667	0.541	0.685333	0
1232	32	0.503333	0.507667	0.517333	0.540333	0.685	0
1232	33	0.503333	0.508	0.517	0.540333	0.686333	0
1232	34	0.503333	0.508333	0.516667	0.539	0.684667	0
1232	35	0.503	0.508667	0.517333	0.539	0.683667	0
1232	36	0.504	0.507667	0.516667	0.539667	0.685333	0
1232	37	0.503333	0.507667	0.518	0.539333	0.683333	0
1232	38	0.503333	0.507333	0.517333	0.541333	0.686	0
1232	39	0.503667	0.507667	0.517	0.542	0.686333	0
1232	40	0.503	0.507667	0.517667	0.542	0.686	0
1232	41	0.504	0.509	0.516	0.54	0.684	0
1232	42	0.501333	0.506333	0.514667	0.538667	0.681667	0
1232	43	0.501667	0.506333	0.515333	0.540667	0.682333	0
1232	44	0.501333	0.505333	0.515	0.539667	0.677667	0
1232	45	0.502	0.505333	0.514333	0.541	0.679667	0
1232	46	0.502333	0.505667	0.515	0.538	0.679667	0
1232	47	0.502	0.505667	0.514667	0.54	0.679333	0
1232	48	0.501667	0.506	0.514667	0.538	0.680333	0
1232	49	0.502	0.506333	0.516	0.537333	0.679667	0
1232	50	0.501	0.505667	0.514667	0.540333	0.679667	0
1232	51	0.500667	0.505667	0.516333	0.542333	0.679	0
1232	52	0.500667	0.506	0.515667	0.539667	0.680333	0
1232	53	0.502	0.505667	0.516	0.539333	0.68	0
1232	54	0.501333	0.508333	0.517	0.542333	0.682333	0
1232	55	0.501667	0.505667	0.515	0.537667	0.679333	0
1232	56	0.502	0.506	0.515333	0.536667	0.679	0
1232	57	0.501	0.507	0.515667	0.538667	0.68	0
1232	58	0.504333	0.506667	0.515667	0.543667	0.685667	0
1232	59	0.504333	0.506333	0.517	0.545333	0.687	0
1232	60	0.503	0.506333	0.514333	0.543	0.682667	0
1232	61	0.502333	0.505667	0.516333	0.542333	0.683	0
1232	62	0.503	0.506333	0.516	0.541333	0.684667	0
1232	63	0.503333	0.505667	0.516333	0.541333	0.685	0
1232	64	0.503333	0.505333	0.517	0.543667	0.684667	0
1232	65	0.503	0.506	0.517667	0.543667	0.685667	0
1232	66	0.502667	0.506667	0.516333	0.542	0.684667	0
1232	67	0.502333	0.507333	0.517667	0.543333	0.685	0
1232	68	0.504	0.506333	0.516667	0.541	0.684667	0
1232	69	0.503333	0.507	0.517667	0.542667	0.686667	0
1232	70	0.502667	0.505333	0.514	0.54	0.679	0
1232	71	0.504333	0.507667	0.515	0.544	0.684333	0
1232	72	0.502667	0.507	0.516	0.536333	0.681667	1
1232	73	0.503	0.506667	0.516	0.537333	0.681333	0
1232	74	0.503333	0.507	0.515	0.537667	0.681667	0
1232	75	0.503667	0.506667	0.514667	0.536333	0.680333	0
1232	76	0.503333	0.506333	0.515333	0.537333	0.68	0
1232	77	0.503	0.506667	0.517	0.536333	0.681333	0
1232	78	0.502667	0.505333	0.514	0.536333	0.676	0
1232	79	0.503	0.504333	0.514667	0.537333	0.678667	0
1232	80	0.502667	0.505667	0.514667	0.535333	0.678667	0
1232	81	0.502667	0.505333	0.514667	0.537333	0.679333	0
1232	82	0.502333	0.505667	0.515667	0.536	0.677	0
